x	y
1	50.6635215571923
2	46.4140112567012
3	47.9106697321696
4	48.431696897548
5	48.2046448393892
6	49.0125185838042
7	48.6007380693478
8	48.2711086363268
9	48.1532530610563
10	48.4367956451722
11	48.1727881680166
12	48.0562664533147
13	48.321043545742
14	48.3198422596065
15	48.4002072260663
16	48.4609887025044
17	48.5646766027421
18	48.4653468344122
19	48.5919144898699
20	48.6205020960664
21	48.4661984824881
22	48.4883715853038
23	48.5975740733816
24	48.6453178807819
25	48.6457204032959
26	48.8267399908807
27	48.7771973724057
28	48.7584043014984
29	48.7743757993069
30	48.6948581583476
31	48.7282945159799
32	48.6922756653186
33	48.6501391872154
34	48.6154062231585
35	48.5175163438607
36	48.4616416657586
37	48.492634999901
38	48.4972699587264
39	48.5344669060287
40	48.5290990520744
