x	y	key	showSelected1
9.7969763786532	6.13956804154441	40	1
8.42190976790153	8.01857858453877	90	1
7.96050116955303	3.95454673212953	25	1
7.52622958412394	2.24997059302405	80	1
9.81180565012619	8.65388404903933	54	1
5.93935647537001	5.22408495144919	11	1
2.73718851082958	6.24740261514671	95	1
4.94541317247786	7.68545151059516	99	1
1.88011829624884	3.04317952739075	19	1
5.81494226050563	6.6644504708238	5	1
4.49557984620333	5.11325707030483	60	1
4.22526686149649	2.25784263969399	9	1
4.69843648537062	1.01112001948059	74	1
5.95867585274391	8.32480692211539	67	1
8.63501002523117	9.31810676516034	66	1
1.81370076606981	1.02359614917077	76	1
2.64597630314529	4.16442270181142	20	1
2.74452825216576	3.69644587649964	13	1
7.06363543053158	6.52175159519538	63	1
2.57783277775161	2.41977545595728	10	1
2.60640466352925	4.18082328676246	93	2
7.60798494936898	5.93742112535983	64	2
5.50095435511321	1.81612501782365	31	2
6.17474290984683	5.67500852653757	84	2
6.32002579211257	7.04556126659736	24	2
8.41466182935983	6.25669163512066	38	2
4.2868835455738	6.57176029682159	47	2
5.9437990935985	5.79924704413861	58	2
2.73718851082958	6.24740261514671	95	2
8.57206166628748	1.42831612587906	70	2
6.26240666396916	1.51704340521246	1	2
4.22096823807806	3.23297882732004	17	2
2.27487657801248	7.99901200179011	86	2
4.99462523916736	7.80505655822344	36	2
8.69236824568361	7.99851256818511	56	2
6.46108035417274	6.90014075557701	39	2
1.88011829624884	3.04317952739075	19	2
5.28679099585861	2.89412002358586	45	2
4.79553529946134	5.72607484413311	73	2
6.73213700437918	9.97175478003919	14	2
8.77688962849788	7.48705358081497	41	3
4.22096823807806	3.23297882732004	17	3
7.38507362618111	6.00611003814265	51	3
8.42190976790153	8.01857858453877	90	3
5.54906532680616	9.18157780007459	12	3
7.19020085036755	6.86987585108727	15	3
8.330556004541	9.56857698131353	28	3
4.15077379299328	6.31066462909803	26	3
6.29292850103229	2.83916984428652	49	3
7.96715943911113	7.16628418350592	43	3
3.0511312650051	4.91762386308983	21	3
7.60798494936898	5.93742112535983	64	3
1.15510757500306	8.09709088248201	100	3
9.29585640178993	8.42564798146486	68	3
3.63316974532791	9.25282795215026	55	3
1.7864344958216	5.27794028026983	91	3
2.60640466352925	4.18082328676246	93	3
3.65119940973818	6.31079569272697	8	3
4.84092371584848	4.90912131918594	48	3
1.81370076606981	1.02359614917077	76	3
1.77169884182513	3.36860472825356	57	4
9.69952657655813	7.1894452071283	6	4
1.41895241895691	5.98678228096105	83	4
6.32002579211257	7.04556126659736	24	4
4.94541317247786	7.68545151059516	99	4
1.09787105349824	8.93162619951181	69	4
2.06016100221314	3.20246287854388	78	4
8.37256178236567	3.23512917524204	52	4
6.29292850103229	2.83916984428652	49	4
4.99462523916736	7.80505655822344	36	4
4.15077379299328	6.31066462909803	26	4
1.54253763426095	8.8719568264205	87	4
8.58643524721265	7.07151806144975	92	4
7.96050116955303	3.95454673212953	25	4
1.88011829624884	3.04317952739075	19	4
5.95867585274391	8.32480692211539	67	4
