x	y	key	showSelected1
1	8.91324919534617	1	1
2	9.49543516399077	2	2
3	10.0948338126669	3	3
4	9.19224996286859	4	4
5	10.7324876972904	5	5
6	8.91232165907094	6	6
7	10.2117543807753	7	7
8	8.51793667308743	8	8
9	12.3814803835337	9	9
10	8.74706146041762	10	10
11	10.1542251071717	11	11
12	11.5585053040626	12	12
13	10.6888914092795	13	13
14	8.05564083092595	14	14
15	10.9047050094142	15	15
16	11.2521276105537	16	16
17	10.3422920083401	17	17
18	8.93475746939507	18	18
19	11.5606381300603	19	19
20	10.2325541520173	20	20
21	11.5244510714876	21	21
22	10.154642828118	22	22
23	9.48137362862439	23	23
24	9.42550390924997	24	24
25	11.5956209673667	25	25
26	10.2127795812669	26	26
27	10.601183410882	27	27
28	11.8766276598153	28	28
29	10.5994891554548	29	29
30	9.0421702959254	30	30
31	10.8653664137521	31	31
32	11.0507050766435	32	32
33	8.0572896164147	33	33
34	11.7432292748168	34	34
35	9.62359415796134	35	35
36	11.9771614005115	36	36
37	10.7739853260636	37	37
38	10.7612315930945	38	38
39	10.2319411349677	39	39
40	12.4046366574051	40	40
