x	y	key	showSelected1
1	50.6635215571923	1	1
2	42.1645009562102	2	2
3	50.9039866831062	3	3
4	49.9947783936831	4	4
5	47.2964366067541	5	5
6	53.0518873058794	6	6
7	46.1300549826095	7	7
8	45.9637026051794	8	8
9	47.2104084588926	9	9
10	50.9886789022157	10	10
11	45.5327133964605	11	11
12	46.7745275915938	12	12
13	51.4983686548695	13	13
14	48.3042255398455	14	14
15	49.5253167565032	15	15
16	49.372710849076	16	16
17	50.2236830065447	17	17
18	46.7767407728041	18	18
19	50.8701322881082	19	19
20	49.1636666138004	20	20
21	45.3801262109211	21	21
22	48.954006744434	22	22
23	51.0000288110932	23	23
24	49.7434254509888	24	24
25	48.655380943632	25	25
26	53.3522296805018	26	26
27	47.4890892920562	27	27
28	48.2509913869989	28	28
29	49.2215777379451	29	29
30	46.3888465705284	30	30
31	49.7313852449486	31	31
32	47.5756912948188	32	32
33	47.3017718879148	33	33
34	47.4692184092789	34	34
35	45.1892604477372	35	35
36	46.506027932183	36	36
37	49.6083950290291	37	37
38	48.6687634352662	38	38
39	49.9479509035154	39	39
40	48.3197527478557	40	40
