x	y	key	showSelected1
6.26240666396916	1.51704340521246	1	1
2.02403507707641	8.28495421633124	2	1
7.15838269330561	7.60341997421347	3	1
9.93257899465971	1.81239008367993	4	1
9.69952657655813	7.1894452071283	6	1
7.04284804244526	4.10743030114099	7	1
3.65119940973818	6.31079569272697	8	1
5.54906532680616	9.18157780007459	12	1
6.73213700437918	9.97175478003919	14	1
7.19020085036755	6.86987585108727	15	1
6.76171692507342	4.03718668571673	16	1
4.22096823807806	3.23297882732004	17	1
1.92326498939656	2.69672273588367	18	1
3.0511312650051	4.91762386308983	21	1
1.72471734834835	9.9029068981763	22	1
8.39456579950638	5.09080258035101	23	1
6.32002579211257	7.04556126659736	24	1
4.15077379299328	6.31066462909803	26	1
1.05455190478824	6.41255368827842	27	1
8.330556004541	9.56857698131353	28	1
1.01061305892654	2.22072569280863	29	1
2.80621164361946	3.04484000336379	30	1
5.50095435511321	1.81612501782365	31	1
3.91152996057645	3.802575774258	32	1
4.12105158111081	6.23056891839951	33	1
5.9093854194507	9.96302973013371	34	1
1.36441024765372	5.62667223252356	35	1
4.99462523916736	7.80505655822344	36	1
7.21882428904064	3.97326215356588	37	1
8.41466182935983	6.25669163512066	38	1
6.46108035417274	6.90014075557701	39	1
8.77688962849788	7.48705358081497	41	1
5.34026363003068	9.25485733873211	42	1
7.96715943911113	7.16628418350592	43	1
9.37315294868313	1.59020615462214	44	1
5.28679099585861	2.89412002358586	45	1
9.25206986558624	6.25711731007323	46	1
4.2868835455738	6.57176029682159	47	1
4.84092371584848	4.90912131918594	48	1
6.29292850103229	2.83916984428652	49	1
1.99260905897245	9.60670170956291	50	1
7.38507362618111	6.00611003814265	51	1
8.37256178236567	3.23512917524204	52	1
7.77609662804753	7.93412520200945	53	1
3.63316974532791	9.25282795215026	55	1
8.69236824568361	7.99851256818511	56	1
1.77169884182513	3.36860472825356	57	1
5.9437990935985	5.79924704413861	58	1
9.27325991820544	6.34858938399702	59	1
9.23618989530951	5.63142358348705	61	1
3.58619192941114	7.95117679052055	62	1
7.60798494936898	5.93742112535983	64	1
4.97660236828961	2.20932514150627	65	1
9.29585640178993	8.42564798146486	68	1
1.09787105349824	8.93162619951181	69	1
8.57206166628748	1.42831612587906	70	1
1.77292206743732	6.73541932413355	71	1
6.70950382482261	6.11001512315124	72	1
4.79553529946134	5.72607484413311	73	1
5.74427193286829	9.26542636961676	75	1
5.82450771774165	5.45509176608175	77	1
2.06016100221314	3.20246287854388	78	1
6.63905330002308	7.76024546427652	79	1
5.9760536942631	5.2985126809217	81	1
6.82354895281605	3.41942294570617	82	1
1.41895241895691	5.98678228096105	83	1
6.17474290984683	5.67500852653757	84	1
4.51289909821935	9.71991611341946	85	1
2.27487657801248	7.99901200179011	86	1
1.54253763426095	8.8719568264205	87	1
3.84960516402498	8.16147773945704	88	1
1.75455668265931	2.5625111553818	89	1
1.7864344958216	5.27794028026983	91	1
8.58643524721265	7.07151806144975	92	1
2.60640466352925	4.18082328676246	93	1
5.41963291261345	6.4559543216601	94	1
2.92419478669763	7.66807960555889	96	1
9.56083874125034	7.83763795881532	97	1
5.37184763024561	9.35248561878689	98	1
1.15510757500306	8.09709088248201	100	1
2.02403507707641	8.28495421633124	2	2
7.15838269330561	7.60341997421347	3	2
9.93257899465971	1.81239008367993	4	2
5.81494226050563	6.6644504708238	5	2
9.69952657655813	7.1894452071283	6	2
7.04284804244526	4.10743030114099	7	2
3.65119940973818	6.31079569272697	8	2
4.22526686149649	2.25784263969399	9	2
2.57783277775161	2.41977545595728	10	2
5.93935647537001	5.22408495144919	11	2
5.54906532680616	9.18157780007459	12	2
2.74452825216576	3.69644587649964	13	2
7.19020085036755	6.86987585108727	15	2
6.76171692507342	4.03718668571673	16	2
1.92326498939656	2.69672273588367	18	2
2.64597630314529	4.16442270181142	20	2
3.0511312650051	4.91762386308983	21	2
1.72471734834835	9.9029068981763	22	2
8.39456579950638	5.09080258035101	23	2
7.96050116955303	3.95454673212953	25	2
4.15077379299328	6.31066462909803	26	2
1.05455190478824	6.41255368827842	27	2
8.330556004541	9.56857698131353	28	2
1.01061305892654	2.22072569280863	29	2
2.80621164361946	3.04484000336379	30	2
3.91152996057645	3.802575774258	32	2
4.12105158111081	6.23056891839951	33	2
5.9093854194507	9.96302973013371	34	2
1.36441024765372	5.62667223252356	35	2
