x	y
1	50.6635215571923
2	42.1645009562102
3	50.9039866831062
4	49.9947783936831
5	47.2964366067541
6	53.0518873058794
7	46.1300549826095
8	45.9637026051794
9	47.2104084588926
10	50.9886789022157
11	45.5327133964605
12	46.7745275915938
13	51.4983686548695
14	48.3042255398455
15	49.5253167565032
16	49.372710849076
17	50.2236830065447
18	46.7767407728041
19	50.8701322881082
20	49.1636666138004
21	45.3801262109211
22	48.954006744434
23	51.0000288110932
24	49.7434254509888
25	48.655380943632
26	53.3522296805018
27	47.4890892920562
28	48.2509913869989
29	49.2215777379451
30	46.3888465705284
31	49.7313852449486
32	47.5756912948188
33	47.3017718879148
34	47.4692184092789
35	45.1892604477372
36	46.506027932183
37	49.6083950290291
38	48.6687634352662
39	49.9479509035154
40	48.3197527478557
